Area,Soil group,Land class,Soil type,pH,SOC,Nitrogen,Potassium,Phosphorus,Sulfur,Boron,Zinc,Sand,Silt,Clay,SOC mean by Soil group,Boron mean by Soil group,Zinc mean by Soil group,Area_Kaunia upazila,Area_Mithpukur,Area_Pirgacha ,Land class_Medium high land,Land class_Medium low land,Land class_high ground,Soil type_Clay loam ,Soil type_brick,Soil type_in the sand,Soil type_loam,Soil type_loam clay,Clay * pH,Clay * Nitrogen,Phosphorus * Nitrogen,Cluster
Mithpukur,belab,high ground,Clay loam ,-0.6759477836378313,-0.015325662698743827,-0.08366075264892725,-0.01801260189495769,-0.15758366101746848,1.1842981122058045,-0.07810500253429078,0.19133929911291966,-1.0244927189372732,-1.0749483039595311,1.29541638732284,1.3828571428571428,0.2835714285714286,1.0771428571428572,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.4378169179495,-0.054187754978591525,0.006591783842947415,1
Kaunia upazila,Kachna,Medium high land,loam clay,-0.17329686596799224,1.3452810876010286,0.007573534988446916,0.026073867471209305,-0.6006713318357372,0.15272914292177242,0.06801095661707422,1.0018488488074526,-1.0244927189372732,-1.0749483039595311,1.29541638732284,2.85,0.58,1.88,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.11224580002331346,0.004905440666998515,-0.0022746026741074818,1
Pirgacha ,Kaunia,Medium high land,Clay loam ,0.8320049693716902,1.9700494933509238,-0.08366075264892725,-0.05383285825496836,-0.578113128607403,0.949027996404183,0.0005728216241365497,-0.10134470494343939,-1.0244927189372732,-1.0749483039595311,1.29541638732284,2.80275,0.39075000000000004,0.9692500000000001,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.5388964358290625,-0.054187754978591525,0.024182689727760706,1
Mithpukur,Gangachara,high ground,loam,0.8320049693716902,-0.7372802648986231,-0.06845503804269823,-0.07587609293805185,-0.3497461329625378,-1.1684030458104084,-0.12306375919624928,-0.8893401004797911,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.9534344827586205,0.3117241379310345,0.8877931034482758,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.18893764564699525,0.01554526018063346,0.01197094241861856,0
Mithpukur,belab,high ground,Clay loam ,0.07802859286692948,-0.5151403872986604,-0.08366075264892725,0.023318463135823867,-0.24670248858619628,0.9852233988352018,-0.11182407003075964,0.0675114512429217,-1.0244927189372732,-1.0749483039595311,1.29541638732284,1.3828571428571428,0.2835714285714286,1.0771428571428572,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05053975893978125,-0.054187754978591525,0.010319657937742283,1
Mithpukur,Gangachara,Medium high land,loam,0.8320049693716902,-0.3068842520486953,-0.05324932343646919,-0.0868977102795936,-0.6811567729837446,0.5508785696629779,-0.12306375919624928,-0.6304273276607041,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.9534344827586205,0.3117241379310345,0.8877931034482758,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.18893764564699525,0.012092237634084717,0.018135568657776515,0
Mithpukur,belab,high ground,Clay loam ,-0.42462232480291173,-0.8066989766486116,-0.09886646725515626,-0.0786314972734373,0.3492796707796711,-0.019199018625566087,-0.0331462458723323,0.7879643843047287,-1.0244927189372732,-1.0749483039595311,1.29541638732284,1.3828571428571428,0.2835714285714286,1.0771428571428572,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.27503135898640674,-0.06403662091952318,-0.017266023567015055,1
Pirgacha ,Kaunia,Medium high land,Clay loam ,0.329354051701849,1.4008160570010193,-0.11407218186138529,0.039850889148136504,-0.45835970406192483,0.5237320178397138,-0.08934469169978042,0.40522376361564383,-1.0244927189372732,-1.0749483039595311,1.29541638732284,2.80275,0.39075000000000004,0.9692500000000001,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.21332531790287454,-0.07388548686045486,0.026143045759841315,1
Mithpukur,belab,high ground,Clay loam ,0.07802859286692948,-0.5429078719986558,-0.06845503804269823,-0.08414230594420817,-0.4500048139773567,1.3200308713221245,-0.13430344836173888,-0.19140132157616535,-1.0244927189372732,-1.0749483039595311,1.29541638732284,1.3828571428571428,0.2835714285714286,1.0771428571428572,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.05053975893978125,-0.044338889037659854,0.015402548330108647,1
Pirgacha ,Gangachara,Medium high land,loam,-0.42462232480291173,0.05409304905124432,-0.05324932343646919,-0.08414230594420817,-0.4862093376771523,-0.17302947895739532,-0.13430344836173888,0.2251105303501919,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.9534344827586205,0.3117241379310345,0.8877931034482758,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09642627783581802,0.012092237634084717,0.012945159139901073,0
Mithpukur,belab,high ground,Clay loam ,-1.6812496189775137,-0.9177689154485931,-0.11407218186138529,-0.06485447559651011,-0.25227241530924177,2.9669216819334734,-0.10058438086527001,0.11253975955928468,-1.0244927189372732,-1.0749483039595311,1.29541638732284,1.3828571428571428,0.2835714285714286,1.0771428571428572,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-1.088959153801876,-0.07388548686045486,0.014388632418883373,1
Pirgacha ,Gangachara,Medium high land,loam,0.329354051701849,0.10962801845123507,-0.06845503804269823,-0.06209907126112467,-0.5697582385228347,0.15272914292177242,-0.08934469169978042,-0.29271501528798194,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.9534344827586205,0.3117241379310345,0.8877931034482758,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07479207625386984,0.01554526018063346,0.01950141094661069,0
Pirgacha ,Palashbari,high ground,loam,-1.4299241601425943,-0.40407044849867885,-0.06845503804269823,-0.08138690160882273,-0.31632657262426495,-0.6888139635994114,-0.08934469169978042,0.776707307225638,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.58,1.3515151515151516,1.4175757575757577,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3247174166220688,0.01554526018063346,0.0108270737814552,0
Kaunia upazila,Alluvial soil of Teesta,Medium high land,loam,1.0833304282066096,-0.320767994398693,-0.08366075264892725,-0.004235580218030494,-0.058995958019563324,2.370602426882441,0.6075160365605758,0.0675114512429217,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.0756521739130436,0.5221739130434783,0.7578260869565218,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.24601043034355766,0.018998282727182198,0.0024678231255805916,0
Kaunia upazila,Gangachara,Medium high land,loam,1.3346558870415315,-0.12639560149872534,-0.06845503804269823,-0.06485447559651011,-0.04590663022040636,-1.1412564939871446,-0.07248515795154598,-0.011288088310713535,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.9534344827586205,0.3117241379310345,0.8877931034482758,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.30308321504012065,0.01554526018063346,0.0015712700590749986,0
Mithpukur,Gangachara,Medium high land,loam,-0.42462232480291173,1.6784909040009726,0.03798496420090495,-0.09240851895036448,0.4077639013716488,1.2114446640290686,-0.044385935037821934,-0.1801442444970746,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.9534344827586205,0.3117241379310345,0.8877931034482758,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09642627783581802,-0.008625897645207714,0.007744448598011708,0
Mithpukur,Pirgacha,high ground,loam,-0.42462232480291173,-0.43183793319867425,-0.08366075264892725,-0.0731206886026664,0.2991503302722618,-0.19112718017290475,-0.08934469169978042,-0.20265839865525598,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.315263157894737,0.43105263157894735,1.7989473684210526,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.09642627783581802,0.018998282727182198,-0.012513570892876294,0
Mithpukur,the pen ,Medium high land,Clay loam ,-0.42462232480291173,0.6927451971511375,0.02277924959467591,-0.09516392328574991,-0.3553160596855834,-0.2544691344271873,0.011812510789626147,-0.03380224246889503,-1.0244927189372732,-1.0749483039595311,1.29541638732284,2.38,0.48,0.96,0.0,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.27503135898640674,0.014754306607930166,-0.004046916604287333,1
Mithpukur,Sahapur,Medium high land,loam,-0.42462232480291173,-0.23746554029870687,-0.05324932343646919,-0.09516392328574991,-0.5530484583536982,-1.1503053445948992,0.0005728216241365497,-0.33774332360434495,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.9066666666666665,0.3466666666666667,0.7025,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09642627783581802,0.012092237634084717,0.014724728117458367,0
Kaunia upazila,Imadpur,Medium high land,loam clay,1.585981345876451,-0.12639560149872534,-0.06845503804269823,-0.07036528426728098,-0.32830191507881273,-0.4707366639525239,0.48387945574019015,-0.1801442444970746,-1.0244927189372732,-1.0749483039595311,1.29541638732284,1.8219999999999998,0.5700000000000001,0.762,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0272531127183437,-0.044338889037659854,0.011236960043105405,1
Kaunia upazila,Kaunia,Medium high land,loam clay,-0.927273242472753,-0.2235817979487092,-0.06845503804269823,-0.0731206886026664,-0.5070965628885729,0.021520809109329842,-0.1624026712754629,0.11253975955928468,-1.0244927189372732,-1.0749483039595311,1.29541638732284,2.80275,0.39075000000000004,0.9692500000000001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.6006024769125947,-0.044338889037659854,0.017356657251929385,1
Pirgacha ,Kaunia,Medium high land,Clay loam ,-1.1785987013076724,1.289746118201038,-0.09886646725515626,-0.07036528426728098,-0.2634122687553328,-0.7974001708924673,-0.08934469169978042,0.776707307225638,-1.0244927189372732,-1.0749483039595311,1.29541638732284,2.80275,0.39075000000000004,0.9692500000000001,0.0,0.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.7633880358756879,-0.06403662091952318,0.013021320221752765,1
Pirgacha ,Gangachara,Medium high land,loam,-0.17329686596799224,0.5122565466011678,-0.05324932343646919,-0.040055836578041175,-0.45835970406192483,-0.46259269840554473,-0.13430344836173888,-0.05631639662707652,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.9534344827586205,0.3117241379310345,0.8877931034482758,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03935349313925556,0.012092237634084717,0.012203672065918868,0
Pirgacha ,Kaunia,Medium low land,Clay loam ,-0.17329686596799224,0.13739550315123045,0.1292192518382791,-0.07036528426728098,-0.4889943010386751,0.016996383805452608,-0.08372484711703561,-0.4277999402370708,-1.0244927189372732,-1.0749483039595311,1.29541638732284,2.80275,0.39075000000000004,0.9692500000000001,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,-0.11224580002331346,0.08369636819445188,-0.03159373886669991,1
Kaunia upazila,Kaunia,Medium high land,loam clay,-0.6759477836378313,1.3036298605510352,0.007573534988446916,-0.07036528426728098,-0.5109955115947048,-0.6897188486601867,-0.11182407003075964,0.056254374163830945,-1.0244927189372732,-1.0749483039595311,1.29541638732284,2.80275,0.39075000000000004,0.9692500000000001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.4378169179495,0.004905440666998515,-0.0019350211930009144,1
Kaunia upazila,Saghata ,high ground,loam,1.8373068047113728,-1.0010713695485791,-0.11407218186138529,-0.04281124091342661,-0.16148260972360035,-0.2564598815608934,0.5681771244813624,-0.6641985588979762,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.2,0.7885714285714285,0.89,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.41722878443324607,0.025904327820279672,0.009210336811920822,0
Kaunia upazila,Kaunia,Medium high land,loam clay,-0.17329686596799224,-0.14027934384872304,-0.06845503804269823,-0.0565882625903538,-0.33052988576803094,-1.171117700992735,-0.11182407003075964,-0.3940287089997986,-1.0244927189372732,-1.0749483039595311,1.29541638732284,2.80275,0.39075000000000004,0.9692500000000001,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,-0.11224580002331346,-0.044338889037659854,0.011313217952249629,1
Pirgacha ,Gangachara,high ground,loam,-0.927273242472753,1.0814899829510727,-0.022837894224011158,-0.0731206886026664,-0.20492803816335511,-0.4173484453667714,-0.1399232929444837,-0.14637301325980237,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.9534344827586205,0.3117241379310345,0.8877931034482758,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.21057184722894343,0.005186192540987243,0.002340062429554413,0
Pirgacha ,Gangachara,Medium high land,loam,-0.927273242472753,0.7343964242011308,-0.06845503804269823,-0.08965311461497905,-0.6505221760069944,-0.19112718017290475,-0.10620422544801483,-0.045059319547985775,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.9534344827586205,0.3117241379310345,0.8877931034482758,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.21057184722894343,0.01554526018063346,0.022265760153088815,0
Kaunia upazila,Alluvial soil of Teesta,Medium high land,loam,-0.17329686596799224,-1.181560020098549,-0.1292778964676143,-0.06209907126112467,0.2746426526908615,-1.1349222985617162,0.0961101795307983,-0.22517255281343748,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.0756521739130436,0.5221739130434783,0.7578260869565218,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03935349313925556,0.029357350366828412,-0.017752612210080076,0
Pirgacha ,Gangachara,high ground,loam,-0.17329686596799224,0.5122565466011678,-0.05324932343646919,-0.08138690160882273,-0.566973275161312,-1.0688656891251072,-0.10620422544801483,-0.06757347370616715,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.9534344827586205,0.3117241379310345,0.8877931034482758,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.03935349313925556,0.012092237634084717,0.015095471654449473,0
Pirgacha ,Gangachara,Medium high land,loam,1.8373068047113728,1.0814899829510727,-0.05324932343646919,-0.07587609293805185,-0.49177926440019787,0.7770998348568445,-0.08372484711703561,-0.21391547573434674,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.9534344827586205,0.3117241379310345,0.8877931034482758,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.41722878443324607,0.012092237634084717,0.013093456554697517,0
Mithpukur,Palashbari,high ground,loam,0.329354051701849,-0.3068842520486953,-0.09886646725515626,0.023318463135823867,-0.3831656933008108,-0.480690399621054,-0.05562562420331156,-0.8105405609261558,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.58,1.3515151515151516,1.4175757575757577,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.07479207625386984,0.02245130527373093,0.01894111923501193,0
Mithpukur,Sahapur,Medium high land,loam,-0.17329686596799224,-0.11251185914872766,-0.05324932343646919,-0.0868977102795936,-0.6700169195376535,0.14368029231401794,-0.10058438086527001,-0.41654286315798006,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.9066666666666665,0.3466666666666667,0.7025,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.03935349313925556,0.012092237634084717,0.01783897382818363,0
Pirgacha ,Gangachara,Medium high land,loam,-0.6759477836378313,0.29011666900120475,-0.06845503804269823,-0.04556664524881205,-0.3413912428779696,-0.46259269840554473,-0.1455431375272285,0.033740220005649454,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.9534344827586205,0.3117241379310345,0.8877931034482758,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.15349906253238046,0.01554526018063346,0.011684975259327721,0
Kaunia upazila,Gangachara,Medium high land,loam,0.8320049693716902,1.3869323146510213,0.007573534988446916,-0.0868977102795936,-0.5174009273262071,-0.6933383889032887,-0.2017415833546766,-0.3264862465252542,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.9534344827586205,0.3117241379310345,0.8877931034482758,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.18893764564699525,-0.0017198525521102401,-0.001959277013079955,0
Kaunia upazila,Gangachara,Medium high land,loam,-0.42462232480291173,0.15127924550122815,-0.05324932343646919,-0.0786314972734373,-0.3578225267109538,-0.5223151124167255,-0.005047022958608265,0.6191082281183677,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.9534344827586205,0.3117241379310345,0.8877931034482758,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09642627783581802,0.012092237634084717,0.009526903728843107,0
Pirgacha ,Berries,high ground,loam,1.0833304282066096,-0.8066989766486116,-0.038043608830240175,-0.0565882625903538,0.5553669595323542,0.8856860421499004,-0.1455431375272285,0.13505391371746617,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.4994736842105265,0.33263157894736844,0.8215789473684211,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.24601043034355766,0.00863921508753598,-0.010564081682844353,0
Mithpukur,Pirgacha,high ground,loam,-1.4299241601425943,-0.6400940684486396,-0.038043608830240175,-0.0786314972734373,0.19053675917287474,-1.1593541952026538,-0.08934469169978042,-0.2814579382088912,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.315263157894737,0.43105263157894735,1.7989473684210526,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.3247174166220688,0.00863921508753598,-0.0036243529668772614,0
Pirgacha ,Gangachara,Medium high land,loam,-0.42462232480291173,-0.7789314919486162,-0.06845503804269823,-0.04832204958419749,-0.3636709497701516,-0.29971338746596066,-0.08934469169978042,-0.4277999402370708,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.9534344827586205,0.3117241379310345,0.8877931034482758,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.09642627783581802,0.01554526018063346,0.012447554350769961,0
Mithpukur,Pirgacha,high ground,loam,0.5806795105367707,-0.3901867061486812,-0.09886646725515626,-0.009746388888801373,2.8278970625349142,0.0803383380597352,-0.010666867541353079,0.15756806787564742,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.315263157894737,0.43105263157894735,1.7989473684210526,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.1318648609504328,0.02245130527373093,-0.13979209616703034,0
Pirgacha ,Berries,high ground,loam,0.8320049693716902,-0.08474437444873227,-0.038043608830240175,-0.0565882625903538,-0.13251899076376372,2.39684409364493,-0.05562562420331156,0.2701388386665549,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.4994736842105265,0.33263157894736844,0.8215789473684211,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.18893764564699525,0.00863921508753598,0.002520750323597419,0
Pirgacha ,Alluvial soil of Teesta,Medium high land,loam,0.329354051701849,-1.0288388542485747,-0.09886646725515626,-0.05383285825496836,-0.5419086049076072,0.14368029231401794,-0.08934469169978042,-0.49534240271161517,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.0756521739130436,0.5221739130434783,0.7578260869565218,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.07479207625386984,0.02245130527373093,0.02678829467119268,0
Pirgacha ,Palashbari,high ground,loam,1.3346558870415315,0.9426525594510958,-0.06845503804269823,0.09220357152045978,0.9034873797226974,2.324453288782892,-0.010666867541353079,1.4183607007338102,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.58,1.3515151515151516,1.4175757575757577,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,-0.30308321504012065,0.01554526018063346,-0.030924131475007496,0
Mithpukur,Pirgacha,high ground,loam,-0.6759477836378313,-1.1954437624485466,-0.1292778964676143,-0.06760987993189554,0.40219397464860324,-0.5259346526598273,-0.1455431375272285,-0.6641985588979762,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.315263157894737,0.43105263157894735,1.7989473684210526,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.15349906253238046,0.029357350366828412,-0.025997395507260213,0
Mithpukur,belab,high ground,Clay loam ,-1.1785987013076724,-0.40407044849867885,-0.08366075264892725,-0.07587609293805185,-0.5641883117997892,0.6956601793870524,-0.13430344836173888,0.033740220005649454,-1.0244927189372732,-1.0749483039595311,1.29541638732284,1.3828571428571428,0.2835714285714286,1.0771428571428572,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,-0.7633880358756879,-0.054187754978591525,0.023600209400449004,1
Mithpukur,Gangachara,Medium high land,loam,0.07802859286692948,-0.27911676734869995,-0.05324932343646919,-0.09791932762113535,-0.589252982053494,0.2341687983915646,-0.12868360377899407,-0.48408532563252443,0.2797337333771619,0.4544154364442595,-0.45417432011175685,1.9534344827586205,0.3117241379310345,0.8877931034482758,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,-0.01771929155730739,0.012092237634084717,0.01568866131363524,0
